pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	source_idx	has_attractor	distance	subject_lemma
eng_0144	eng	SG	has become a nest of terrorists involved in the shipment of drugs and arms.	SG	As a result, north of the Andaman Islands, a Bangladeshi coastal area	PL	As a result, north of the Andaman Islands, Bangladeshi coastal areas	As a result, north of the Andaman Islands, a Bangladeshi coastal area has become a nest of terrorists involved in the shipment of drugs and arms.	As a result, north of the Andaman Islands, Bangladeshi coastal areas has become a nest of terrorists involved in the shipment of drugs and arms.	152	0	1	area
eng_0144	eng	PL	have become nests of terrorists involved in the shipment of drugs and arms.	PL	As a result, north of the Andaman Islands, Bangladeshi coastal areas	SG	As a result, north of the Andaman Islands, a Bangladeshi coastal area	As a result, north of the Andaman Islands, Bangladeshi coastal areas have become nests of terrorists involved in the shipment of drugs and arms.	As a result, north of the Andaman Islands, a Bangladeshi coastal area have become nests of terrorists involved in the shipment of drugs and arms.	152	0	1	area
eng_0145	eng	SG	is facing Stokes Street and close to the Bascom Light Rail, the location is surprisingly quiet.	SG	Although the apartment	PL	Although the apartments	Although the apartment is facing Stokes Street and close to the Bascom Light Rail, the location is surprisingly quiet.	Although the apartments is facing Stokes Street and close to the Bascom Light Rail, the location is surprisingly quiet.	153	0	1	apartment
eng_0145	eng	PL	are facing Stokes Street and close to the Bascom Light Rail, the location is surprisingly quiet.	PL	Although the apartments	SG	Although the apartment	Although the apartments are facing Stokes Street and close to the Bascom Light Rail, the location is surprisingly quiet.	Although the apartment are facing Stokes Street and close to the Bascom Light Rail, the location is surprisingly quiet.	153	0	1	apartment
eng_0147	eng	SG	does not operate well when drunk or high because the beam often does not show up on the target.	SG	While it is extremely accurate, laser sight	PL	While they are extremely accurate, laser sights	While it is extremely accurate, laser sight does not operate well when drunk or high because the beam often does not show up on the target.	While they are extremely accurate, laser sights does not operate well when drunk or high because the beam often does not show up on the target.	155	0	1	sight
eng_0147	eng	PL	do not operate well when drunk or high because the beam often does not show up on the target.	PL	While they are extremely accurate, laser sights	SG	While it is extremely accurate, laser sight	While they are extremely accurate, laser sights do not operate well when drunk or high because the beam often does not show up on the target.	While it is extremely accurate, laser sight do not operate well when drunk or high because the beam often does not show up on the target.	155	0	1	sight
eng_0148	eng	SG	has already headed out for Fallujah, though it returned later.	SG	Mosques are calling for donating blood, food, and medicine for Fallujah, and a convoy	PL	Mosques are calling for donating blood, food, and medicine for Fallujah, and convoys	Mosques are calling for donating blood, food, and medicine for Fallujah, and a convoy has already headed out for Fallujah, though it returned later.	Mosques are calling for donating blood, food, and medicine for Fallujah, and convoys has already headed out for Fallujah, though it returned later.	156	0	1	convoy
eng_0148	eng	PL	have already headed out for Fallujah, though they returned later.	PL	Mosques are calling for donating blood, food, and medicine for Fallujah, and convoys	SG	Mosques are calling for donating blood, food, and medicine for Fallujah, and a convoy	Mosques are calling for donating blood, food, and medicine for Fallujah, and convoys have already headed out for Fallujah, though they returned later.	Mosques are calling for donating blood, food, and medicine for Fallujah, and a convoy have already headed out for Fallujah, though they returned later.	156	0	1	convoy
eng_0150	eng	SG	is already leading to power cuts in the big cities.	SG	A shortage	PL	Shortages	A shortage is already leading to power cuts in the big cities.	Shortages is already leading to power cuts in the big cities.	158	0	1	shortage
eng_0150	eng	PL	are already leading to power cuts in the big cities.	PL	Shortages	SG	A shortage	Shortages are already leading to power cuts in the big cities.	A shortage are already leading to power cuts in the big cities.	158	0	1	shortage
eng_0151	eng	PL	have been humming since before the New Year with reports that the Bush administration is planning an attack on Iran.	PL	The wires	SG	The wire	The wires have been humming since before the New Year with reports that the Bush administration is planning an attack on Iran.	The wire have been humming since before the New Year with reports that the Bush administration is planning an attack on Iran.	159	0	1	wire
eng_0151	eng	SG	has been humming since before the New Year with reports that the Bush administration is planning an attack on Iran.	SG	The wire	PL	The wires	The wire has been humming since before the New Year with reports that the Bush administration is planning an attack on Iran.	The wires has been humming since before the New Year with reports that the Bush administration is planning an attack on Iran.	159	0	1	wire
eng_0152	eng	SG	is succumbing to radiation poisoning.	SG	As a parent, I can well imagine how painful it must be for those families whose child	PL	As a parent, I can well imagine how painful it must be for those families whose children	As a parent, I can well imagine how painful it must be for those families whose child is succumbing to radiation poisoning.	As a parent, I can well imagine how painful it must be for those families whose children is succumbing to radiation poisoning.	160	0	1	child
eng_0152	eng	PL	are succumbing to radiation poisoning.	PL	As a parent, I can well imagine how painful it must be for those families whose children	SG	As a parent, I can well imagine how painful it must be for those families whose child	As a parent, I can well imagine how painful it must be for those families whose children are succumbing to radiation poisoning.	As a parent, I can well imagine how painful it must be for those families whose child are succumbing to radiation poisoning.	160	0	1	child
eng_0153	eng	SG	has existed in the southwestern US under the watchful yet fairly benign eye of authorities ever since a sect known as the Fundamentalist Latter Day Saints (FLDS) separated itself from mainstream Mormonism in 1890.	SG	A small polygamous group	PL	Small polygamous groups	A small polygamous group has existed in the southwestern US under the watchful yet fairly benign eye of authorities ever since a sect known as the Fundamentalist Latter Day Saints (FLDS) separated itself from mainstream Mormonism in 1890.	Small polygamous groups has existed in the southwestern US under the watchful yet fairly benign eye of authorities ever since a sect known as the Fundamentalist Latter Day Saints (FLDS) separated itself from mainstream Mormonism in 1890.	161	0	1	group
eng_0153	eng	PL	have existed in the southwestern US under the watchful yet fairly benign eye of authorities ever since a sect known as the Fundamentalist Latter Day Saints (FLDS) separated itself from mainstream Mormonism in 1890.	PL	Small polygamous groups	SG	A small polygamous group	Small polygamous groups have existed in the southwestern US under the watchful yet fairly benign eye of authorities ever since a sect known as the Fundamentalist Latter Day Saints (FLDS) separated itself from mainstream Mormonism in 1890.	A small polygamous group have existed in the southwestern US under the watchful yet fairly benign eye of authorities ever since a sect known as the Fundamentalist Latter Day Saints (FLDS) separated itself from mainstream Mormonism in 1890.	161	0	1	group
eng_0154	eng	SG	is dying, somewhere in this troubled world a slow, agonizing death.	SG	Right now, while we're sitting at our computers enjoying the internet, that innocent, beautiful, loving cat	PL	Right now, while we're sitting at our computers enjoying the internet, those innocent, beautiful, loving cats	Right now, while we're sitting at our computers enjoying the internet, that innocent, beautiful, loving cat is dying, somewhere in this troubled world a slow, agonizing death.	Right now, while we're sitting at our computers enjoying the internet, those innocent, beautiful, loving cats is dying, somewhere in this troubled world a slow, agonizing death.	162	0	2	cat
eng_0154	eng	PL	are dying, somewhere in this troubled world a slow, agonizing death.	PL	Right now, while we're sitting at our computers enjoying the internet, those innocent, beautiful, loving cats	SG	Right now, while we're sitting at our computers enjoying the internet, that innocent, beautiful, loving cat	Right now, while we're sitting at our computers enjoying the internet, those innocent, beautiful, loving cats are dying, somewhere in this troubled world a slow, agonizing death.	Right now, while we're sitting at our computers enjoying the internet, that innocent, beautiful, loving cat are dying, somewhere in this troubled world a slow, agonizing death.	162	0	2	cat
eng_0155	eng	SG	doesn't intend to use Gmail, and Google isn't even as popular as Yahoo! and AOL.	SG	As the survey cited in the above-linked article shows, the average Google user	PL	As the survey cited in the above-linked article shows, most Google users	As the survey cited in the above-linked article shows, the average Google user doesn't intend to use Gmail, and Google isn't even as popular as Yahoo! and AOL.	As the survey cited in the above-linked article shows, most Google users doesn't intend to use Gmail, and Google isn't even as popular as Yahoo! and AOL.	163	0	1	user
eng_0155	eng	PL	don't intend to use Gmail, and Google isn't even as popular as Yahoo! and AOL.	PL	As the survey cited in the above-linked article shows, most Google users	SG	As the survey cited in the above-linked article shows, the average Google user	As the survey cited in the above-linked article shows, most Google users don't intend to use Gmail, and Google isn't even as popular as Yahoo! and AOL.	As the survey cited in the above-linked article shows, the average Google user don't intend to use Gmail, and Google isn't even as popular as Yahoo! and AOL.	163	0	1	user
eng_0156	eng	SG	is pointing a few good things out:	SG	But a supporter	PL	But supporters	But a supporter is pointing a few good things out:	But supporters is pointing a few good things out:	164	0	1	supporter
eng_0156	eng	PL	are pointing a few good things out:	PL	But supporters	SG	But a supporter	But supporters are pointing a few good things out:	But a supporter are pointing a few good things out:	164	0	1	supporter
eng_0158	eng	PL	are asking what Edison intends for QFs and generators--asking about haircuts in particular--and Edison is side-stepping the questions.	PL	Investors	SG	An investor	Investors are asking what Edison intends for QFs and generators--asking about haircuts in particular--and Edison is side-stepping the questions.	An investor are asking what Edison intends for QFs and generators--asking about haircuts in particular--and Edison is side-stepping the questions.	166	0	1	investor
eng_0158	eng	SG	is asking what Edison intends for QFs and generators--asking about haircuts in particular--and Edison is side-stepping the questions.	SG	An investor	PL	Investors	An investor is asking what Edison intends for QFs and generators--asking about haircuts in particular--and Edison is side-stepping the questions.	Investors is asking what Edison intends for QFs and generators--asking about haircuts in particular--and Edison is side-stepping the questions.	166	0	1	investor
eng_0159	eng	SG	doesn't usually like cages.	SG	The bird must know that when you open the cage door it means that you will put him in the cage, and the bird	PL	The bird must know that when you open the cage door it means that you will put him in the cage, and birds	The bird must know that when you open the cage door it means that you will put him in the cage, and the bird doesn't usually like cages.	The bird must know that when you open the cage door it means that you will put him in the cage, and birds doesn't usually like cages.	167	0	1	bird
eng_0159	eng	PL	don't usually like cages.	PL	The bird must know that when you open the cage door it means that you will put him in the cage, and birds	SG	The bird must know that when you open the cage door it means that you will put him in the cage, and the bird	The bird must know that when you open the cage door it means that you will put him in the cage, and birds don't usually like cages.	The bird must know that when you open the cage door it means that you will put him in the cage, and the bird don't usually like cages.	167	0	1	bird
eng_0160	eng	SG	does not go to Ireland on holiday for the weather; it is unpredictable.	SG	A person	PL	People	A person does not go to Ireland on holiday for the weather; it is unpredictable.	People does not go to Ireland on holiday for the weather; it is unpredictable.	168	0	1	people
eng_0160	eng	PL	do not go to Ireland on holiday for the weather; it is unpredictable.	PL	People	SG	A person	People do not go to Ireland on holiday for the weather; it is unpredictable.	A person do not go to Ireland on holiday for the weather; it is unpredictable.	168	0	1	people
eng_0161	eng	SG	does NOT work on board but it gives you a 'walkie-talkie' kind of phone in your room that WILL work on board.	SG	A cell phone	PL	Cell phones	A cell phone does NOT work on board but it gives you a 'walkie-talkie' kind of phone in your room that WILL work on board.	Cell phones does NOT work on board but it gives you a 'walkie-talkie' kind of phone in your room that WILL work on board.	169	0	1	phone
eng_0161	eng	PL	do NOT work on board but they give you a 'walkie-talkie' kind of phone in your room that WILL work on board.	PL	Cell phones	SG	A cell phone	Cell phones do NOT work on board but they give you a 'walkie-talkie' kind of phone in your room that WILL work on board.	A cell phone do NOT work on board but they give you a 'walkie-talkie' kind of phone in your room that WILL work on board.	169	0	1	phone
eng_0162	eng	SG	does not have such burdensome requirements.	SG	These are short-term transactions, and requiring this documentation will cause us to lose business because a competitive alternative	PL	These are short-term transactions, and requiring this documentation will cause us to lose business because competitive alternatives	These are short-term transactions, and requiring this documentation will cause us to lose business because a competitive alternative does not have such burdensome requirements.	These are short-term transactions, and requiring this documentation will cause us to lose business because competitive alternatives does not have such burdensome requirements.	170	0	1	alternative
eng_0162	eng	PL	do not have such burdensome requirements.	PL	These are short-term transactions, and requiring this documentation will cause us to lose business because competitive alternatives	SG	These are short-term transactions, and requiring this documentation will cause us to lose business because a competitive alternative	These are short-term transactions, and requiring this documentation will cause us to lose business because competitive alternatives do not have such burdensome requirements.	These are short-term transactions, and requiring this documentation will cause us to lose business because a competitive alternative do not have such burdensome requirements.	170	0	1	alternative
eng_0163	eng	SG	is stealing non-essential goods, others are simply trying to find food and water.	SG	While a looter	PL	While looters	While a looter is stealing non-essential goods, others are simply trying to find food and water.	While looters is stealing non-essential goods, others are simply trying to find food and water.	171	0	1	looter
eng_0163	eng	PL	are stealing non-essential goods, others are simply trying to find food and water.	PL	While looters	SG	While a looter	While looters are stealing non-essential goods, others are simply trying to find food and water.	While a looter are stealing non-essential goods, others are simply trying to find food and water.	171	0	1	looter
eng_0164	eng	PL	are currently assuming that there is no correlation and may consequently be double dipping the credit reserve on this basis too.	PL	The credit guys	SG	The credit guy	The credit guys are currently assuming that there is no correlation and may consequently be double dipping the credit reserve on this basis too.	The credit guy are currently assuming that there is no correlation and may consequently be double dipping the credit reserve on this basis too.	172	0	1	guy
eng_0164	eng	SG	is currently assuming that there is no correlation and may consequently be double dipping the credit reserve on this basis too.	SG	The credit guy	PL	The credit guys	The credit guy is currently assuming that there is no correlation and may consequently be double dipping the credit reserve on this basis too.	The credit guys is currently assuming that there is no correlation and may consequently be double dipping the credit reserve on this basis too.	172	0	1	guy
eng_0165	eng	SG	"has set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac."""	SG	"""When dandelion"	PL	"""When dandelions"	"""When dandelion has set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac."""	"""When dandelions has set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac."""	173	0	1	dandelion
eng_0165	eng	PL	"have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac."""	PL	"""When dandelions"	SG	"""When dandelion"	"""When dandelions have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac."""	"""When dandelion have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac."""	173	0	1	dandelion
eng_0166	eng	SG	has greatly benefited from the previous classes taught by Dr. William Schroeder and Dr. Luis Ibanez at RPI.	SG	Our Lecture Slide	PL	Our Lecture Slides	Our Lecture Slide has greatly benefited from the previous classes taught by Dr. William Schroeder and Dr. Luis Ibanez at RPI.	Our Lecture Slides has greatly benefited from the previous classes taught by Dr. William Schroeder and Dr. Luis Ibanez at RPI.	174	0	1	slide
eng_0166	eng	PL	have greatly benefited from the previous classes taught by Dr. William Schroeder and Dr. Luis Ibanez at RPI.	PL	Our Lecture Slides	SG	Our Lecture Slide	Our Lecture Slides have greatly benefited from the previous classes taught by Dr. William Schroeder and Dr. Luis Ibanez at RPI.	Our Lecture Slide have greatly benefited from the previous classes taught by Dr. William Schroeder and Dr. Luis Ibanez at RPI.	174	0	1	slide
eng_0168	eng	SG	has deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.	SG	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - its armament	PL	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - its armaments	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - its armament has deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - its armaments has deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.	176	0	1	armament
eng_0168	eng	PL	have deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.	PL	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - its armaments	SG	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - its armament	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - its armaments have deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - its armament have deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.	176	0	1	armament
eng_0169	eng	SG	is invoicing for this and I don't have an invoice for it.	SG	The company	PL	The companies	The company is invoicing for this and I don't have an invoice for it.	The companies is invoicing for this and I don't have an invoice for it.	177	0	1	company
eng_0169	eng	PL	are invoicing for this and I don't have an invoice for it.	PL	The companies	SG	The company	The companies are invoicing for this and I don't have an invoice for it.	The company are invoicing for this and I don't have an invoice for it.	177	0	1	company
eng_0170	eng	SG	doesn't show it on RTE Player	SG	The viewer	PL	The viewers	The viewer doesn't show it on RTE Player	The viewers doesn't show it on RTE Player	178	0	1	viewer
eng_0170	eng	PL	don't show it on RTE Player	PL	The viewers	SG	The viewer	The viewers don't show it on RTE Player	The viewer don't show it on RTE Player	178	0	1	viewer
eng_0172	eng	PL	are nesting nine days earlier.	PL	Tree swallows	SG	A tree swallow	Tree swallows are nesting nine days earlier.	A tree swallow are nesting nine days earlier.	180	0	1	swallow
eng_0172	eng	SG	is nesting nine days earlier.	SG	A tree swallow	PL	Tree swallows	A tree swallow is nesting nine days earlier.	Tree swallows is nesting nine days earlier.	180	0	1	swallow
eng_0174	eng	SG	is only hedging.	SG	In our case, the team	PL	In our case, the teams	In our case, the team is only hedging.	In our case, the teams is only hedging.	182	0	1	team
eng_0174	eng	PL	are only hedging.	PL	In our case, the teams	SG	In our case, the team	In our case, the teams are only hedging.	In our case, the team are only hedging.	182	0	1	team
eng_0175	eng	SG	has known that by denying the right of oppressed peoples to form and nurture families, he or she can kill the spirit of those peoples.	SG	Throughout history, a tyrant	PL	Throughout history, tyrants	Throughout history, a tyrant has known that by denying the right of oppressed peoples to form and nurture families, he or she can kill the spirit of those peoples.	Throughout history, tyrants has known that by denying the right of oppressed peoples to form and nurture families, he or she can kill the spirit of those peoples.	183	0	1	tyrant
eng_0175	eng	PL	have known that by denying the right of oppressed peoples to form and nurture families, they can kill the spirit of those peoples.	PL	Throughout history, tyrants	SG	Throughout history, a tyrant	Throughout history, tyrants have known that by denying the right of oppressed peoples to form and nurture families, they can kill the spirit of those peoples.	Throughout history, a tyrant have known that by denying the right of oppressed peoples to form and nurture families, they can kill the spirit of those peoples.	183	0	1	tyrant
eng_0177	eng	SG	doesn't really seem to enjoy what he or she is doing and it shows.	SG	The employee	PL	The employees	The employee doesn't really seem to enjoy what he or she is doing and it shows.	The employees doesn't really seem to enjoy what he or she is doing and it shows.	185	0	1	employee
eng_0177	eng	PL	don't really seem to enjoy what they are doing and it shows.	PL	The employees	SG	The employee	The employees don't really seem to enjoy what they are doing and it shows.	The employee don't really seem to enjoy what they are doing and it shows.	185	0	1	employee
eng_0178	eng	SG	is saying that China's efforts have gone beyond what is safe or even in its own interests.	SG	Increasingly, an analyst	PL	Increasingly, analysts	Increasingly, an analyst is saying that China's efforts have gone beyond what is safe or even in its own interests.	Increasingly, analysts is saying that China's efforts have gone beyond what is safe or even in its own interests.	186	0	1	analyst
eng_0178	eng	PL	are saying that China's efforts have gone beyond what is safe or even in its own interests.	PL	Increasingly, analysts	SG	Increasingly, an analyst	Increasingly, analysts are saying that China's efforts have gone beyond what is safe or even in its own interests.	Increasingly, an analyst are saying that China's efforts have gone beyond what is safe or even in its own interests.	186	0	1	analyst
eng_0180	eng	SG	is trying to help hundreds of thousands of displaced people while authorities have vowed to restore security in New Orleans following a breakdown of law and order.	SG	A relief agency	PL	Relief agencies	A relief agency is trying to help hundreds of thousands of displaced people while authorities have vowed to restore security in New Orleans following a breakdown of law and order.	Relief agencies is trying to help hundreds of thousands of displaced people while authorities have vowed to restore security in New Orleans following a breakdown of law and order.	188	0	1	agency
eng_0180	eng	PL	are trying to help hundreds of thousands of displaced people while authorities have vowed to restore security in New Orleans following a breakdown of law and order.	PL	Relief agencies	SG	A relief agency	Relief agencies are trying to help hundreds of thousands of displaced people while authorities have vowed to restore security in New Orleans following a breakdown of law and order.	A relief agency are trying to help hundreds of thousands of displaced people while authorities have vowed to restore security in New Orleans following a breakdown of law and order.	188	0	1	agency
eng_0183	eng	SG	is also planning to picket the Lake Worth, Florida project as well.	SG	We understand that the pipe fitter	PL	We understand that the pipe fitters	We understand that the pipe fitter is also planning to picket the Lake Worth, Florida project as well.	We understand that the pipe fitters is also planning to picket the Lake Worth, Florida project as well.	191	0	1	fitter
eng_0183	eng	PL	are also planning to picket the Lake Worth, Florida project as well.	PL	We understand that the pipe fitters	SG	We understand that the pipe fitter	We understand that the pipe fitters are also planning to picket the Lake Worth, Florida project as well.	We understand that the pipe fitter are also planning to picket the Lake Worth, Florida project as well.	191	0	1	fitter
eng_0184	eng	PL	have flown before.	PL	On the morrow he will leave me, as my Hopes	SG	On the morrow he will leave me, as my Hope	On the morrow he will leave me, as my Hopes have flown before.	On the morrow he will leave me, as my Hope have flown before.	192	0	1	hope
eng_0184	eng	SG	has flown before.	SG	On the morrow he will leave me, as my Hope	PL	On the morrow he will leave me, as my Hopes	On the morrow he will leave me, as my Hope has flown before.	On the morrow he will leave me, as my Hopes has flown before.	192	0	1	hope
eng_0185	eng	SG	has said the plot, thwarted by Britain, to blow up several aircraft over the Atlantic bore many of the hallmarks of al Qaeda.	SG	A U.S. official	PL	U.S. officials	A U.S. official has said the plot, thwarted by Britain, to blow up several aircraft over the Atlantic bore many of the hallmarks of al Qaeda.	U.S. officials has said the plot, thwarted by Britain, to blow up several aircraft over the Atlantic bore many of the hallmarks of al Qaeda.	193	0	1	official
eng_0185	eng	PL	have said the plot, thwarted by Britain, to blow up several aircraft over the Atlantic bore many of the hallmarks of al Qaeda.	PL	U.S. officials	SG	A U.S. official	U.S. officials have said the plot, thwarted by Britain, to blow up several aircraft over the Atlantic bore many of the hallmarks of al Qaeda.	A U.S. official have said the plot, thwarted by Britain, to blow up several aircraft over the Atlantic bore many of the hallmarks of al Qaeda.	193	0	1	official
eng_0186	eng	SG	does not have that kind of problem, and is much more reliable.	SG	Today's weapon	PL	Today's weapons	Today's weapon does not have that kind of problem, and is much more reliable.	Today's weapons does not have that kind of problem, and is much more reliable.	194	0	1	weapon
eng_0186	eng	PL	do not have that kind of problem, and are much more reliable.	PL	Today's weapons	SG	Today's weapon	Today's weapons do not have that kind of problem, and are much more reliable.	Today's weapon do not have that kind of problem, and are much more reliable.	194	0	1	weapon
eng_0188	eng	SG	is taking its toll.	SG	The multiple planetary affliction	PL	The multiple planetary afflictions	The multiple planetary affliction is taking its toll.	The multiple planetary afflictions is taking its toll.	196	0	1	affliction
eng_0188	eng	PL	are taking their toll.	PL	The multiple planetary afflictions	SG	The multiple planetary affliction	The multiple planetary afflictions are taking their toll.	The multiple planetary affliction are taking their toll.	196	0	1	affliction
eng_0189	eng	SG	has been circling over our heads non-stop.	SG	My neighbourhood has been surrounded by American troops for three days now; a helicopter	PL	My neighbourhood has been surrounded by American troops for three days now; helicopters	My neighbourhood has been surrounded by American troops for three days now; a helicopter has been circling over our heads non-stop.	My neighbourhood has been surrounded by American troops for three days now; helicopters has been circling over our heads non-stop.	197	0	1	helicopter
eng_0189	eng	PL	have been circling over our heads non-stop.	PL	My neighbourhood has been surrounded by American troops for three days now; helicopters	SG	My neighbourhood has been surrounded by American troops for three days now; a helicopter	My neighbourhood has been surrounded by American troops for three days now; helicopters have been circling over our heads non-stop.	My neighbourhood has been surrounded by American troops for three days now; a helicopter have been circling over our heads non-stop.	197	0	1	helicopter
eng_0191	eng	SG	is occurring across all species, Parmesan told UPI.	SG	This change	PL	These changes	This change is occurring across all species, Parmesan told UPI.	These changes is occurring across all species, Parmesan told UPI.	199	0	1	change
eng_0191	eng	PL	are occurring across all species, Parmesan told UPI.	PL	These changes	SG	This change	These changes are occurring across all species, Parmesan told UPI.	This change are occurring across all species, Parmesan told UPI.	199	0	1	change
eng_0192	eng	PL	indicate that Ayman was a close student of the USAMRIID anthrax program.	PL	Emails from Zawahiri to Atef in the Spring of 1999	SG	Email from Zawahiri to Atef in the Spring of 1999	Emails from Zawahiri to Atef in the Spring of 1999 indicate that Ayman was a close student of the USAMRIID anthrax program.	Email from Zawahiri to Atef in the Spring of 1999 indicate that Ayman was a close student of the USAMRIID anthrax program.	200	1	10	email
eng_0192	eng	SG	indicates that Ayman was a close student of the USAMRIID anthrax program.	SG	Email from Zawahiri to Atef in the Spring of 1999	PL	Emails from Zawahiri to Atef in the Spring of 1999	Email from Zawahiri to Atef in the Spring of 1999 indicates that Ayman was a close student of the USAMRIID anthrax program.	Emails from Zawahiri to Atef in the Spring of 1999 indicates that Ayman was a close student of the USAMRIID anthrax program.	200	1	10	email
eng_0193	eng	SG	runs into one unavoidable truth.	SG	The argument that the Bush administration would be insane to attack Iran and risk a global conflagration for the sake of political cover	PL	The arguments that the Bush administration would be insane to attack Iran and risk a global conflagration for the sake of political cover	The argument that the Bush administration would be insane to attack Iran and risk a global conflagration for the sake of political cover runs into one unavoidable truth.	The arguments that the Bush administration would be insane to attack Iran and risk a global conflagration for the sake of political cover runs into one unavoidable truth.	201	1	22	argument
eng_0193	eng	PL	run into one unavoidable truth.	PL	The arguments that the Bush administration would be insane to attack Iran and risk a global conflagration for the sake of political cover	SG	The argument that the Bush administration would be insane to attack Iran and risk a global conflagration for the sake of political cover	The arguments that the Bush administration would be insane to attack Iran and risk a global conflagration for the sake of political cover run into one unavoidable truth.	The argument that the Bush administration would be insane to attack Iran and risk a global conflagration for the sake of political cover run into one unavoidable truth.	201	1	22	argument
eng_0195	eng	SG	understands the only feasible solution for Kashmir is the acceptance of the status quo.	SG	A realist, and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott, who have long sought to divest India of its defensive capability against another nuclear power in Asia,	PL	Realists, and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott, who have long sought to divest India of its defensive capability against another nuclear power in Asia,	A realist, and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott, who have long sought to divest India of its defensive capability against another nuclear power in Asia, understands the only feasible solution for Kashmir is the acceptance of the status quo.	Realists, and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott, who have long sought to divest India of its defensive capability against another nuclear power in Asia, understands the only feasible solution for Kashmir is the acceptance of the status quo.	203	1	37	realist
eng_0195	eng	PL	understand the only feasible solution for Kashmir is the acceptance of the status quo.	PL	Realists, and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott, who have long sought to divest India of its defensive capability against another nuclear power in Asia,	SG	A realist, and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott, who have long sought to divest India of its defensive capability against another nuclear power in Asia,	Realists, and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott, who have long sought to divest India of its defensive capability against another nuclear power in Asia, understand the only feasible solution for Kashmir is the acceptance of the status quo.	A realist, and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott, who have long sought to divest India of its defensive capability against another nuclear power in Asia, understand the only feasible solution for Kashmir is the acceptance of the status quo.	203	1	37	realist
eng_0196	eng	SG	engages in this activity, but overall no not really.	SG	A certain element of the travelling community	PL	Certain elements of the travelling community	A certain element of the travelling community engages in this activity, but overall no not really.	Certain elements of the travelling community engages in this activity, but overall no not really.	204	1	5	element
eng_0196	eng	PL	engage in this activity, but overall no not really.	PL	Certain elements of the travelling community	SG	A certain element of the travelling community	Certain elements of the travelling community engage in this activity, but overall no not really.	A certain element of the travelling community engage in this activity, but overall no not really.	204	1	5	element
eng_0197	eng	SG	looks at the interaction objectively, and it's good to see they are able and willing to say no if they feel there would be a problem.	SG	A worker who does these introductions	PL	Workers who do these introductions	A worker who does these introductions looks at the interaction objectively, and it's good to see they are able and willing to say no if they feel there would be a problem.	Workers who do these introductions looks at the interaction objectively, and it's good to see they are able and willing to say no if they feel there would be a problem.	205	1	5	worker
eng_0197	eng	PL	look at the interaction objectively, and it's good to see they are able and willing to say no if they feel there would be a problem.	PL	Workers who do these introductions	SG	A worker who does these introductions	Workers who do these introductions look at the interaction objectively, and it's good to see they are able and willing to say no if they feel there would be a problem.	A worker who does these introductions look at the interaction objectively, and it's good to see they are able and willing to say no if they feel there would be a problem.	205	1	5	worker
eng_0199	eng	SG	operates as a result of fear from, or blackmail by, the inner circles.	SG	Some part of this same outer circle actually	PL	Some parts of this same outer circle actually	Some part of this same outer circle actually operates as a result of fear from, or blackmail by, the inner circles.	Some parts of this same outer circle actually operates as a result of fear from, or blackmail by, the inner circles.	207	1	7	part
