sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
After every world war, the rules of international law have changed, and the same will happen after the present one.	changed				rules		{'Number': 'Plur', 'lemma': 'rule'}	NOUN	have				4	[]	{'sent_id': 'weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0194', 'text': 'After every world war, the rules of international law have changed, and the same will happen after the present one.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0113', 'extended_role': 'pl'}	has	PL -> SG	After every world war, the rules of international law	After every world war, the rules of international law has changed, and the same will happen after the present one.	[]	[]	0	0	0	False	False	False	8.84933047792523e-05	SV-#	eng	PL	SG	SV	aux	+
But the single planeload of arms has vanished.	vanished				planeload		{'lemma': 'planeload', 'Number': 'Sing'}	NOUN	has				3	[]	{'sent_id': 'weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0010', 'text': 'But the four planeloads of arms have vanished.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0114', 'extended_role': 'sg'}	have	SG -> PL	But the single planeload of arms	But the single planeload of arms have vanished.	[]	[]	0	0	0	False	False	False	3.160475170687582e-05	SV-#	eng	SG	PL	SV	aux	+
But the four planeloads of arms have vanished.	vanished				planeloads		{'Number': 'Plur', 'lemma': 'planeload'}	NOUN	have				3	[]	{'sent_id': 'weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0010', 'text': 'But the four planeloads of arms have vanished.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0114', 'extended_role': 'pl'}	has	PL -> SG	But the four planeloads of arms	But the four planeloads of arms has vanished.	[]	[]	0	0	0	False	False	False	3.160475170687582e-05	SV-#	eng	PL	SG	SV	aux	+
The event of the last few years has amplified four issues, which have always existed, but have never been as rampant as in the present upheaval in the region.	amplified				event		{'lemma': 'event', 'Number': 'Sing'}	NOUN	has				6	[]	{'sent_id': 'weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0042', 'text': 'The events of the last few years have amplified four issues, which have always existed, but have never been as rampant as in the present upheaval in the region.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0115', 'extended_role': 'sg'}	have	SG -> PL	The event of the last few years	The event of the last few years have amplified four issues, which have always existed, but have never been as rampant as in the present upheaval in the region.	[]	[]	0	0	0	False	False	False	0.0002212332619481	SV-#	eng	SG	PL	SV	aux	+
The events of the last few years have amplified four issues, which have always existed, but have never been as rampant as in the present upheaval in the region.	amplified				events		{'Number': 'Plur', 'lemma': 'event'}	NOUN	have				6	[]	{'sent_id': 'weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0042', 'text': 'The events of the last few years have amplified four issues, which have always existed, but have never been as rampant as in the present upheaval in the region.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0115', 'extended_role': 'pl'}	has	PL -> SG	The events of the last few years	The events of the last few years has amplified four issues, which have always existed, but have never been as rampant as in the present upheaval in the region.	[]	[]	0	0	0	False	False	False	0.0002212332619481	SV-#	eng	PL	SG	SV	aux	+
I do n't believe that we are quite at the point that we can say that every business controller worldwide has reviewed, understands and has implemented these standards.	reviewed				controller		{'lemma': 'controller', 'Number': 'Sing'}	NOUN	has				2	[]	"{'sent_id': 'email-enronsent01_02-0033', 'text': ""I don't believe that we are quite at the point that we can say that all business controllers worldwide have reviewed, understand and have implemented these standards."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0116', 'extended_role': 'sg'}"	have	SG -> PL	I do n't believe that we are quite at the point that we can say that every business controller worldwide	I do n't believe that we are quite at the point that we can say that every business controller worldwide have reviewed, understand and have implemented these standards.	[]	[]	0	0	0	False	False	False	3.687221032468845e-05	SV-#	eng	SG	PL	SV	aux	+
I do n't believe that we are quite at the point that we can say that all business controllers worldwide have reviewed, understand and have implemented these standards.	reviewed				controllers		{'Number': 'Plur', 'lemma': 'controller'}	NOUN	have				2	[]	"{'sent_id': 'email-enronsent01_02-0033', 'text': ""I don't believe that we are quite at the point that we can say that all business controllers worldwide have reviewed, understand and have implemented these standards."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0116', 'extended_role': 'pl'}"	has	PL -> SG	I do n't believe that we are quite at the point that we can say that all business controllers worldwide	I do n't believe that we are quite at the point that we can say that all business controllers worldwide has reviewed, understands and has implemented these standards.	[]	[]	0	0	0	False	False	False	3.687221032468845e-05	SV-#	eng	PL	SG	SV	aux	+
At this point, our IT contact is backpedalling a bit and suggesting he or she can overcome the TIBCO and Terminal Server problems.	backpedalling				contact		{'lemma': 'contact', 'Number': 'Sing'}	NOUN	is				1	[]	{'sent_id': 'email-enronsent20_01-0035', 'newpar id': 'email-enronsent20_01-p0003', 'text': 'At this point, our IT contacts are backpedalling a bit and suggesting they can overcome the TIBCO and Terminal Server problems.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0117', 'extended_role': 'sg'}	are	SG -> PL	At this point, our IT contact	At this point, our IT contact are backpedalling a bit and suggesting they can overcome the TIBCO and Terminal Server problems.	[]	[]	0	0	0	False	False	False	1.9118296137094267e-06	SV-#	eng	SG	PL	SV	aux	+
At this point, our IT contacts are backpedalling a bit and suggesting they can overcome the TIBCO and Terminal Server problems.	backpedalling				contacts		{'Number': 'Plur', 'lemma': 'contact'}	NOUN	are				1	[]	{'sent_id': 'email-enronsent20_01-0035', 'newpar id': 'email-enronsent20_01-p0003', 'text': 'At this point, our IT contacts are backpedalling a bit and suggesting they can overcome the TIBCO and Terminal Server problems.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0117', 'extended_role': 'pl'}	is	PL -> SG	At this point, our IT contacts	At this point, our IT contacts is backpedalling a bit and suggesting he or she can overcome the TIBCO and Terminal Server problems.	[]	[]	0	0	0	False	False	False	1.9118296137094267e-06	SV-#	eng	PL	SG	SV	aux	+
Emergency team in the southern US is battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	battling				team		{'lemma': 'team', 'Number': 'Sing'}	NOUN	is				5	[]	{'sent_id': 'newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0003', 'newpar id': 'newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-p0003', 'text': 'Emergency teams in the southern US are battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0118', 'extended_role': 'sg'}	are	SG -> PL	Emergency team in the southern US	Emergency team in the southern US are battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	[]	[]	0	0	0	False	False	False	5.4726122692432336e-05	SV-#	eng	SG	PL	SV	aux	+
Emergency teams in the southern US are battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	battling				teams		{'Number': 'Plur', 'lemma': 'team'}	NOUN	are				5	[]	{'sent_id': 'newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0003', 'newpar id': 'newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-p0003', 'text': 'Emergency teams in the southern US are battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0118', 'extended_role': 'pl'}	is	PL -> SG	Emergency teams in the southern US	Emergency teams in the southern US is battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	[]	[]	0	0	0	False	False	False	5.4726122692432336e-05	SV-#	eng	PL	SG	SV	aux	+
A localized extinction already has occurred across some of its habitat.	occurred				extinction		{'lemma': 'extinction', 'Number': 'Sing'}	NOUN	has				2	[]	{'sent_id': 'newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0023', 'text': 'Some localized extinctions already have occurred across some of its habitat.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0119', 'extended_role': 'sg'}	have	SG -> PL	A localized extinction already	A localized extinction already have occurred across some of their habitat.	[]	[]	0	0	0	False	False	False	3.687221032468845e-05	SV-#	eng	SG	PL	SV	aux	+
Some localized extinctions already have occurred across some of their habitat.	occurred				extinctions		{'Number': 'Plur', 'lemma': 'extinction'}	NOUN	have				2	[]	{'sent_id': 'newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0023', 'text': 'Some localized extinctions already have occurred across some of its habitat.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0119', 'extended_role': 'pl'}	has	PL -> SG	Some localized extinctions already	Some localized extinctions already has occurred across some of its habitat.	[]	[]	0	0	0	False	False	False	3.687221032468845e-05	SV-#	eng	PL	SG	SV	aux	+
Web giant Google is resisting an attempt by the US to force it to reveal what user is searching for.	searching				user		{'lemma': 'user', 'Number': 'Sing'}	NOUN	is				1	[]	{'sent_id': 'newsgroup-groups.google.com_n3td3v_e874a1e5eb995654_ENG_20060120_052200-0004', 'text': 'Web giant Google is resisting an attempt by the US to force it to reveal what users are searching for.', 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0120', 'extended_role': 'sg'}	are	SG -> PL	Web giant Google is resisting an attempt by the US to force it to reveal what user	Web giant Google is resisting an attempt by the US to force it to reveal what user are searching for.	[]	[]	0	0	0	False	False	False	9.559148068547134e-07	SV-#	eng	SG	PL	SV	aux	+
Web giant Google is resisting an attempt by the US to force it to reveal what users are searching for.	searching				users		{'Number': 'Plur', 'lemma': 'user'}	NOUN	are				1	[]	{'sent_id': 'newsgroup-groups.google.com_n3td3v_e874a1e5eb995654_ENG_20060120_052200-0004', 'text': 'Web giant Google is resisting an attempt by the US to force it to reveal what users are searching for.', 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0120', 'extended_role': 'pl'}	is	PL -> SG	Web giant Google is resisting an attempt by the US to force it to reveal what users	Web giant Google is resisting an attempt by the US to force it to reveal what users is searching for.	[]	[]	0	0	0	False	False	False	9.559148068547134e-07	SV-#	eng	PL	SG	SV	aux	+
"""The impact of global warming is affecting people now in the Arctic,"" said ACIA chair Robert Corell."	affecting				impact		{'lemma': 'impact', 'Number': 'Sing'}	NOUN	is				4	[]	"{'sent_id': 'newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0037', 'text': '""The impacts of global warming are affecting people now in the Arctic,"" said ACIA chair Robert Corell.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0121', 'extended_role': 'sg'}"	are	SG -> PL	"""The impact of global warming"	"""The impact of global warming are affecting people now in the Arctic,"" said ACIA chair Robert Corell."	[]	[]	0	0	0	False	False	False	8.756179630789173e-05	SV-#	eng	SG	PL	SV	aux	+
"""The impacts of global warming are affecting people now in the Arctic,"" said ACIA chair Robert Corell."	affecting				impacts		{'Number': 'Plur', 'lemma': 'impact'}	NOUN	are				4	[]	"{'sent_id': 'newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0037', 'text': '""The impacts of global warming are affecting people now in the Arctic,"" said ACIA chair Robert Corell.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0121', 'extended_role': 'pl'}"	is	PL -> SG	"""The impacts of global warming"	"""The impacts of global warming is affecting people now in the Arctic,"" said ACIA chair Robert Corell."	[]	[]	0	0	0	False	False	False	8.756179630789173e-05	SV-#	eng	PL	SG	SV	aux	+
The AR/AP SAP data quality review for both businesses is continuing so as to provide a detailed analysis as at end Q1.	continuing				review		{'lemma': 'review', 'Number': 'Sing'}	NOUN	is				4	[]	{'sent_id': 'email-enronsent02_01-0044', 'text': 'The AR/AP SAP data quality reviews for both businesses are continuing so as to provide a detailed analysis as at end Q1.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0122', 'extended_role': 'sg'}	are	SG -> PL	The AR/AP SAP data quality review for both businesses	The AR/AP SAP data quality review for both businesses are continuing so as to provide a detailed analysis as at end Q1.	[]	[]	0	0	0	False	False	False	8.756179630789173e-05	SV-#	eng	SG	PL	SV	aux	+
The AR/AP SAP data quality reviews for both businesses are continuing so as to provide a detailed analysis as at end Q1.	continuing				reviews		{'Number': 'Plur', 'lemma': 'review'}	NOUN	are				4	[]	{'sent_id': 'email-enronsent02_01-0044', 'text': 'The AR/AP SAP data quality reviews for both businesses are continuing so as to provide a detailed analysis as at end Q1.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0122', 'extended_role': 'pl'}	is	PL -> SG	The AR/AP SAP data quality reviews for both businesses	The AR/AP SAP data quality reviews for both businesses is continuing so as to provide a detailed analysis as at end Q1.	[]	[]	0	0	0	False	False	False	8.756179630789173e-05	SV-#	eng	PL	SG	SV	aux	+
"Like the tens of billions of dollars that have been ""lost"" in Iraq, a planeload of arms does n't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout 's untouchable stature."	vanish				planeload		{'lemma': 'planeload', 'Number': 'Sing'}	NOUN	does				3	[]	"{'sent_id': 'weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0027', 'text': 'Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms don\'t just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout\'s untouchable stature.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0123', 'extended_role': 'sg'}"	do	SG -> PL	"Like the tens of billions of dollars that have been ""lost"" in Iraq, a planeload of arms"	"Like the tens of billions of dollars that have been ""lost"" in Iraq, a planeload of arms do n't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout 's untouchable stature."	[]	[]	0	0	0	False	False	False	3.536722214817055e-05	SV-#	eng	SG	PL	SV	aux	+
"Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms do n't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout 's untouchable stature."	vanish				planeloads		{'Number': 'Plur', 'lemma': 'planeload'}	NOUN	do				3	[]	"{'sent_id': 'weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0027', 'text': 'Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms don\'t just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout\'s untouchable stature.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0123', 'extended_role': 'pl'}"	does	PL -> SG	"Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms"	"Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms does n't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout 's untouchable stature."	[]	[]	0	0	0	False	False	False	3.536722214817055e-05	SV-#	eng	PL	SG	SV	aux	+
My parent does not like me, He constantly reassures me that he will throw me out of home when I turn 18.	like				parent		{'lemma': 'parent', 'Number': 'Sing'}	NOUN	does				1	[]	{'sent_id': 'answers-20111107212131AACQ65F_ans-0011', 'text': 'My parents do not like me, They constantly reassure me that they will throw me out of home when I turn 18.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0124', 'extended_role': 'sg'}	do	SG -> PL	My parent	My parent do not like me, They constantly reassure me that they will throw me out of home when I turn 18.	[]	[]	0	0	0	False	False	False	2.1621882535999465e-06	SV-#	eng	SG	PL	SV	aux	+
My parents do not like me, They constantly reassure me that they will throw me out of home when I turn 18.	like				parents		{'Number': 'Plur', 'lemma': 'parent'}	NOUN	do				1	[]	{'sent_id': 'answers-20111107212131AACQ65F_ans-0011', 'text': 'My parents do not like me, They constantly reassure me that they will throw me out of home when I turn 18.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0124', 'extended_role': 'pl'}	does	PL -> SG	My parents	My parents does not like me, He constantly reassures me that he will throw me out of home when I turn 18.	[]	[]	0	0	0	False	False	False	2.1621882535999465e-06	SV-#	eng	PL	SG	SV	aux	+
The guy at work is saying I should n't bother having it fixed I should just buy a new one.	saying				guy		{'lemma': 'guy', 'Number': 'Sing'}	NOUN	is				3	[]	"{'sent_id': 'email-enronsent08_02-0038', 'text': ""All the guys at work are saying I shouldn't bother having it fixed I should just buy a new one."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0125', 'extended_role': 'sg'}"	are	SG -> PL	The guy at work	The guy at work are saying I should n't bother having it fixed I should just buy a new one.	[]	[]	0	0	0	False	False	False	3.127207010996134e-05	SV-#	eng	SG	PL	SV	aux	+
All the guys at work are saying I should n't bother having it fixed I should just buy a new one.	saying				guys		{'Number': 'Plur', 'lemma': 'guy'}	NOUN	are				3	[]	"{'sent_id': 'email-enronsent08_02-0038', 'text': ""All the guys at work are saying I shouldn't bother having it fixed I should just buy a new one."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0125', 'extended_role': 'pl'}"	is	PL -> SG	All the guys at work	All the guys at work is saying I should n't bother having it fixed I should just buy a new one.	[]	[]	0	0	0	False	False	False	3.127207010996134e-05	SV-#	eng	PL	SG	SV	aux	+
The excellent window has performed without any problems, but that 's not why I 'm writing my review.	performed				window		{'lemma': 'window', 'Number': 'Sing'}	NOUN	has				1	[]	"{'sent_id': 'reviews-117115-0003', 'text': ""The excellent windows have performed without any problems, but that's not why I'm writing my review."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0126', 'extended_role': 'sg'}"	have	SG -> PL	The excellent window	The excellent window have performed without any problems, but that 's not why I 'm writing my review.	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	SG	PL	SV	aux	+
The excellent windows have performed without any problems, but that 's not why I 'm writing my review.	performed				windows		{'Number': 'Plur', 'lemma': 'window'}	NOUN	have				1	[]	"{'sent_id': 'reviews-117115-0003', 'text': ""The excellent windows have performed without any problems, but that's not why I'm writing my review."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0126', 'extended_role': 'pl'}"	has	PL -> SG	The excellent windows	The excellent windows has performed without any problems, but that 's not why I 'm writing my review.	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	PL	SG	SV	aux	+
A related issue has resulted in an increase in the level of operating risk for the Merchanting Metals business.	resulted				issue		{'lemma': 'issue', 'Number': 'Sing'}	NOUN	has				1	[]	{'sent_id': 'email-enronsent02_01-0035', 'text': 'Several related issues have resulted in an increase in the level of operating risk for the Merchanting Metals business.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0127', 'extended_role': 'sg'}	have	SG -> PL	A related issue	A related issue have resulted in an increase in the level of operating risk for the Merchanting Metals business.	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	SG	PL	SV	aux	+
Several related issues have resulted in an increase in the level of operating risk for the Merchanting Metals business.	resulted				issues		{'Number': 'Plur', 'lemma': 'issue'}	NOUN	have				1	[]	{'sent_id': 'email-enronsent02_01-0035', 'text': 'Several related issues have resulted in an increase in the level of operating risk for the Merchanting Metals business.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0127', 'extended_role': 'pl'}	has	PL -> SG	Several related issues	Several related issues has resulted in an increase in the level of operating risk for the Merchanting Metals business.	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	PL	SG	SV	aux	+
(This is a largely Sunni Arab clan, and a Sunni observer has accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	accused				observer		{'lemma': 'observer', 'Number': 'Sing'}	NOUN	has				1	[]	{'sent_id': 'weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025', 'text': '(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0128', 'extended_role': 'sg'}	have	SG -> PL	(This is a largely Sunni Arab clan, and a Sunni observer	(This is a largely Sunni Arab clan, and a Sunni observer have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	SG	PL	SV	aux	+
(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	accused				observers		{'Number': 'Plur', 'lemma': 'observer'}	NOUN	have				1	[]	{'sent_id': 'weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0025', 'text': '(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0128', 'extended_role': 'pl'}	has	PL -> SG	(This is a largely Sunni Arab clan, and some Sunni observers	(This is a largely Sunni Arab clan, and some Sunni observers has accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	[]	[]	0	0	0	False	False	False	1.932168226621229e-06	SV-#	eng	PL	SG	SV	aux	+
A thousand people is already looking into your background, not just in Wichita, but from all over the U.S.	looking				thousand		{'lemma': 'thousand', 'Number': 'Sing'}	NOUN	is				3	[]	{'sent_id': 'GENTLE_threat_dillard-7', 's_prominence': '3', 's_type': 'decl', 'transition': 'continue', 'text': 'Thousands of people are already looking into your background, not just in Wichita, but from all over the U.S.', 'treebank': 'UD_English-GENTLE/en_gentle-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0129', 'extended_role': 'sg'}	are	SG -> PL	A thousand people	A thousand people are already looking into your background, not just in Wichita, but from all over the U.S.	[]	[]	0	0	0	False	False	False	6.254414021992268e-05	SV-#	eng	SG	PL	SV	aux	+
Thousands of people are already looking into your background, not just in Wichita, but from all over the U.S.	looking				Thousands		{'Number': 'Plur', 'lemma': 'thousand'}	NOUN	are				3	[]	{'sent_id': 'GENTLE_threat_dillard-7', 's_prominence': '3', 's_type': 'decl', 'transition': 'continue', 'text': 'Thousands of people are already looking into your background, not just in Wichita, but from all over the U.S.', 'treebank': 'UD_English-GENTLE/en_gentle-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0129', 'extended_role': 'pl'}	is	PL -> SG	Thousands of people	Thousands of people is already looking into your background, not just in Wichita, but from all over the U.S.	[]	[]	0	0	0	False	False	False	6.254414021992268e-05	SV-#	eng	PL	SG	SV	aux	+
Walls keeping water out of the bowl-shaped city have been breached, and emergency team is using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.	using				team		{'lemma': 'team', 'Number': 'Sing'}	NOUN	is				1	[]	{'sent_id': 'newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0017', 'text': 'Walls keeping water out of the bowl-shaped city have been breached, and emergency teams are using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0130', 'extended_role': 'sg'}	are	SG -> PL	Walls keeping water out of the bowl-shaped city have been breached, and emergency team	Walls keeping water out of the bowl-shaped city have been breached, and emergency team are using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.	[]	[]	0	0	0	False	False	False	9.559148068547134e-07	SV-#	eng	SG	PL	SV	aux	+
Walls keeping water out of the bowl-shaped city have been breached, and emergency teams are using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.	using				teams		{'Number': 'Plur', 'lemma': 'team'}	NOUN	are				1	[]	{'sent_id': 'newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0017', 'text': 'Walls keeping water out of the bowl-shaped city have been breached, and emergency teams are using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0130', 'extended_role': 'pl'}	is	PL -> SG	Walls keeping water out of the bowl-shaped city have been breached, and emergency teams	Walls keeping water out of the bowl-shaped city have been breached, and emergency teams is using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.	[]	[]	0	0	0	False	False	False	9.559148068547134e-07	SV-#	eng	PL	SG	SV	aux	+
"Your cycle of learning through the school of hard knocks has come to an end, Gemini, and now you 're going to start reaping the rewards this ""lesson"" has left in its wake."	left				lesson		{'lemma': 'lesson', 'Number': 'Sing'}	NOUN	has				2	[]	"{'sent_id': 'newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0019', 'text': 'Your cycle of learning through the school of hard knocks has come to an end, Gemini, and now you\'re going to start reaping the rewards these ""lessons"" have left in their wake.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0131', 'extended_role': 'sg'}"	have	SG -> PL	"Your cycle of learning through the school of hard knocks has come to an end, Gemini, and now you 're going to start reaping the rewards this ""lesson"""	"Your cycle of learning through the school of hard knocks has come to an end, Gemini, and now you 're going to start reaping the rewards this ""lesson"" have left in their wake."	[]	[]	0	0	0	False	False	False	3.687221032468845e-05	SV-#	eng	SG	PL	SV	aux	+
